,Data,Sleep_Stage,Cata,Sample_number,Area
0,0.377027027027027,Rem,Precision,5,Cerebellar EEG
0,0.9271474215098624,Wakefulness,Recall,5,Cerebellar EEG
0,0.5860778005264697,Nrem,Recall,5,Cerebellar EEG
0,0.10592255125284739,Rem,Recall,5,Cerebellar EEG
0,0.9271474215098624,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.5860778005264697,Nrem,Sensitivity,5,Cerebellar EEG
0,0.10592255125284739,Rem,Sensitivity,5,Cerebellar EEG
0,0.6193420852552081,Wakefulness,Specificity,5,Cerebellar EEG
0,0.8958400197506481,Nrem,Specificity,5,Cerebellar EEG
0,0.9916129971254958,Rem,Specificity,5,Cerebellar EEG
0,0.7995201352346157,Wakefulness,Precision,5,EMG
0,0.5015069914521468,Nrem,Precision,5,EMG
0,0.13742690058479531,Rem,Precision,5,EMG
0,0.7743127987114151,Wakefulness,Recall,5,EMG
0,0.5937408599005557,Nrem,Recall,5,EMG
0,0.03568716780561883,Rem,Recall,5,EMG
0,0.7743127987114151,Wakefulness,Sensitivity,5,EMG
0,0.5937408599005557,Nrem,Sensitivity,5,EMG
0,0.03568716780561883,Rem,Sensitivity,5,EMG
0,0.6272999138324294,Wakefulness,Specificity,5,EMG
0,0.7509196395506728,Nrem,Specificity,5,EMG
0,0.9892660917658189,Rem,Specificity,5,EMG
0,0.9136686743719138,Wakefulness,Precision,5,Cerebral EEG
0,0.774799224591526,Nrem,Precision,5,Cerebral EEG
0,0.8209899516189059,Rem,Precision,5,Cerebral EEG
0,0.8914182857747895,Wakefulness,Recall,5,Cerebral EEG
0,0.810486674391657,Nrem,Recall,5,Cerebral EEG
0,0.8610460577673692,Rem,Recall,5,Cerebral EEG
0,0.8914182857747895,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.810486674391657,Nrem,Sensitivity,5,Cerebral EEG
0,0.8610460577673692,Rem,Sensitivity,5,Cerebral EEG
0,0.839471294521239,Wakefulness,Specificity,5,Cerebral EEG
0,0.8992067426871592,Nrem,Specificity,5,Cerebral EEG
0,0.9912605835967877,Rem,Specificity,5,Cerebral EEG
0,0.8587379505048707,Wakefulness,Precision,5,Cerebellar EEG
0,0.6729559748427673,Nrem,Precision,5,Cerebellar EEG
0,0.23551637279596976,Rem,Precision,5,Cerebellar EEG
0,0.8937212134046271,Wakefulness,Recall,5,Cerebellar EEG
0,0.6509269988412515,Nrem,Recall,5,Cerebellar EEG
0,0.14597970335675253,Rem,Recall,5,Cerebellar EEG
0,0.8937212134046271,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.6509269988412515,Nrem,Sensitivity,5,Cerebellar EEG
0,0.14597970335675253,Rem,Sensitivity,5,Cerebellar EEG
0,0.7198062758551105,Wakefulness,Specificity,5,Cerebellar EEG
0,0.8646504709965295,Nrem,Specificity,5,Cerebellar EEG
0,0.9779425124459464,Rem,Specificity,5,Cerebellar EEG
0,0.8388032638259293,Wakefulness,Precision,5,EMG
0,0.5121991563973203,Nrem,Precision,5,EMG
0,0.21646341463414634,Rem,Precision,5,EMG
0,0.7347133252157341,Wakefulness,Recall,5,EMG
0,0.7176129779837775,Nrem,Recall,5,EMG
0,0.02771272443403591,Rem,Recall,5,EMG
0,0.7347133252157341,Wakefulness,Sensitivity,5,EMG
0,0.7176129779837775,Nrem,Sensitivity,5,EMG
0,0.02771272443403591,Rem,Sensitivity,5,EMG
0,0.7309050549894057,Wakefulness,Specificity,5,EMG
0,0.7075855230540407,Nrem,Specificity,5,EMG
0,0.9953304989280134,Rem,Specificity,5,EMG
0,0.8525549217138002,Wakefulness,Precision,5,Cerebral EEG
0,0.8173259378192964,Nrem,Precision,5,Cerebral EEG
0,0.8224195338512763,Rem,Precision,5,Cerebral EEG
0,0.9303576158940398,Wakefulness,Recall,5,Cerebral EEG
0,0.6489164445474562,Nrem,Recall,5,Cerebral EEG
0,0.8576388888888888,Rem,Recall,5,Cerebral EEG
0,0.9303576158940398,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.6489164445474562,Nrem,Sensitivity,5,Cerebral EEG
0,0.8576388888888888,Rem,Sensitivity,5,Cerebral EEG
0,0.6940050377833753,Wakefulness,Specificity,5,Cerebral EEG
0,0.9379554806405235,Nrem,Specificity,5,Cerebral EEG
0,0.9912739965095986,Rem,Specificity,5,Cerebral EEG
0,0.8591450770729757,Wakefulness,Precision,5,Cerebellar EEG
0,0.6864873245988061,Nrem,Precision,5,Cerebellar EEG
0,0.18335472828412494,Rem,Precision,5,Cerebellar EEG
0,0.9109668874172185,Wakefulness,Recall,5,Cerebellar EEG
0,0.5130953760574806,Nrem,Recall,5,Cerebellar EEG
0,0.3306327160493827,Rem,Recall,5,Cerebellar EEG
0,0.9109668874172185,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.5130953760574806,Nrem,Sensitivity,5,Cerebellar EEG
0,0.3306327160493827,Rem,Sensitivity,5,Cerebellar EEG
0,0.7159697732997481,Wakefulness,Specificity,5,Cerebellar EEG
0,0.8997570769917208,Nrem,Specificity,5,Cerebellar EEG
0,0.9306100930773705,Rem,Specificity,5,Cerebellar EEG
0,0.7616459806111405,Wakefulness,Precision,5,EMG
0,0.5675525143220879,Nrem,Precision,5,EMG
0,0.14392523364485982,Rem,Precision,5,EMG
0,0.8761854304635761,Wakefulness,Recall,5,EMG
0,0.4133155637965002,Nrem,Recall,5,EMG
0,0.08912037037037036,Rem,Recall,5,EMG
0,0.8761854304635761,Wakefulness,Sensitivity,5,EMG
0,0.4133155637965002,Nrem,Sensitivity,5,EMG
0,0.08912037037037036,Rem,Sensitivity,5,EMG
0,0.47853904282115867,Wakefulness,Specificity,5,EMG
0,0.8652768826533141,Nrem,Specificity,5,EMG
0,0.975021815008726,Rem,Specificity,5,EMG
0,0.9148936170212766,Wakefulness,Precision,5,Cerebral EEG
0,0.781448890364713,Nrem,Precision,5,Cerebral EEG
0,0.8603461841070024,Rem,Precision,5,Cerebral EEG
0,0.8959282007836492,Wakefulness,Recall,5,Cerebral EEG
0,0.8196435827480119,Nrem,Recall,5,Cerebral EEG
0,0.8408304498269896,Rem,Recall,5,Cerebral EEG
0,0.8959282007836492,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.8196435827480119,Nrem,Sensitivity,5,Cerebral EEG
0,0.8408304498269896,Rem,Sensitivity,5,Cerebral EEG
0,0.841234617712326,Wakefulness,Specificity,5,Cerebral EEG
0,0.9021871052436033,Nrem,Specificity,5,Cerebral EEG
0,0.9935453371879489,Rem,Specificity,5,Cerebral EEG
0,0.8844610311597352,Wakefulness,Precision,5,Cerebellar EEG
0,0.7234633569739952,Nrem,Precision,5,Cerebellar EEG
0,0.19563822963438102,Rem,Precision,5,Cerebellar EEG
0,0.9160489251297257,Wakefulness,Recall,5,Cerebellar EEG
0,0.7105706158936553,Nrem,Recall,5,Cerebellar EEG
0,0.11726259131103421,Rem,Recall,5,Cerebellar EEG
0,0.9160489251297257,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.7105706158936553,Nrem,Sensitivity,5,Cerebellar EEG
0,0.11726259131103421,Rem,Sensitivity,5,Cerebellar EEG
0,0.7720395400443817,Wakefulness,Specificity,5,Cerebellar EEG
0,0.8841057142149457,Nrem,Specificity,5,Cerebellar EEG
0,0.9771995854470081,Rem,Specificity,5,Cerebellar EEG
0,0.8386946820379323,Wakefulness,Precision,5,EMG
0,0.5013425239450167,Nrem,Precision,5,EMG
0,0.22955145118733508,Rem,Precision,5,EMG
0,0.7164831091814042,Wakefulness,Recall,5,EMG
0,0.7261856388227782,Nrem,Recall,5,EMG
0,0.03344867358708189,Rem,Recall,5,EMG
0,0.7164831091814042,Wakefulness,Sensitivity,5,EMG
0,0.7261856388227782,Nrem,Sensitivity,5,EMG
0,0.03344867358708189,Rem,Sensitivity,5,EMG
0,0.7374924349404882,Wakefulness,Specificity,5,EMG
0,0.6917989745622074,Nrem,Specificity,5,EMG
0,0.9946908125602284,Rem,Specificity,5,EMG
0,0.889202172096909,Wakefulness,Precision,5,Cerebral EEG
0,0.7836675349851578,Nrem,Precision,5,Cerebral EEG
0,0.8261025457153102,Rem,Precision,5,Cerebral EEG
0,0.9019649382977597,Wakefulness,Recall,5,Cerebral EEG
0,0.7514376996805112,Nrem,Recall,5,Cerebral EEG
0,0.8783835303088067,Rem,Recall,5,Cerebral EEG
0,0.9019649382977597,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.7514376996805112,Nrem,Sensitivity,5,Cerebral EEG
0,0.8783835303088067,Rem,Sensitivity,5,Cerebral EEG
0,0.786067143865309,Wakefulness,Specificity,5,Cerebral EEG
0,0.9115760802278073,Nrem,Specificity,5,Cerebral EEG
0,0.9911781290357786,Rem,Specificity,5,Cerebral EEG
0,0.8129135295459731,Wakefulness,Precision,5,Cerebellar EEG
0,0.7401562739390225,Nrem,Precision,5,Cerebellar EEG
0,0.2807262569832402,Rem,Precision,5,Cerebellar EEG
0,0.9435411259996822,Wakefulness,Recall,5,Cerebellar EEG
0,0.5612547197211734,Nrem,Recall,5,Cerebellar EEG
0,0.07662981319100266,Rem,Recall,5,Cerebellar EEG
0,0.9435411259996822,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.5612547197211734,Nrem,Sensitivity,5,Cerebellar EEG
0,0.07662981319100266,Rem,Sensitivity,5,Cerebellar EEG
0,0.5866518802298619,Wakefulness,Specificity,5,Cerebellar EEG
0,0.9160084189674385,Nrem,Specificity,5,Cerebellar EEG
0,0.9906324462957237,Rem,Specificity,5,Cerebellar EEG
0,0.8610752435731893,Wakefulness,Precision,5,EMG
0,0.5571163872969362,Nrem,Precision,5,EMG
0,0.06624605678233439,Rem,Precision,5,EMG
0,0.7770245220062497,Wakefulness,Recall,5,EMG
0,0.7510310775486494,Nrem,Recall,5,EMG
0,0.008006099885627144,Rem,Recall,5,EMG
0,0.7770245220062497,Wakefulness,Sensitivity,5,EMG
0,0.7510310775486494,Nrem,Sensitivity,5,EMG
0,0.008006099885627144,Rem,Sensitivity,5,EMG
0,0.7613670732936788,Wakefulness,Specificity,5,EMG
0,0.7454995666707936,Nrem,Specificity,5,EMG
0,0.9946159302981247,Rem,Specificity,5,EMG
0,0.8840029142381349,Wakefulness,Precision,5,Cerebral EEG
0,0.7840202057537116,Nrem,Precision,5,Cerebral EEG
0,0.7928449744463373,Rem,Precision,5,Cerebral EEG
0,0.9021961388320896,Wakefulness,Recall,5,Cerebral EEG
0,0.7333755906419269,Nrem,Recall,5,Cerebral EEG
0,0.8988026264967168,Rem,Recall,5,Cerebral EEG
0,0.9021961388320896,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.7333755906419269,Nrem,Sensitivity,5,Cerebral EEG
0,0.8988026264967168,Rem,Sensitivity,5,Cerebral EEG
0,0.7764629193200622,Wakefulness,Specificity,5,Cerebral EEG
0,0.9128857526213785,Nrem,Specificity,5,Cerebral EEG
0,0.988947665012452,Rem,Specificity,5,Cerebral EEG
0,0.8057891911238368,Wakefulness,Precision,5,Cerebellar EEG
0,0.7674576271186441,Nrem,Precision,5,Cerebellar EEG
0,0.26003649635036497,Rem,Precision,5,Cerebellar EEG
0,0.956581777624346,Wakefulness,Recall,5,Cerebellar EEG
0,0.5218393453958742,Nrem,Recall,5,Cerebellar EEG
0,0.1100811123986095,Rem,Recall,5,Cerebellar EEG
0,0.956581777624346,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.5218393453958742,Nrem,Sensitivity,5,Cerebellar EEG
0,0.1100811123986095,Rem,Sensitivity,5,Cerebellar EEG
0,0.5646592789449932,Wakefulness,Specificity,5,Cerebellar EEG
0,0.9318193112358992,Nrem,Specificity,5,Cerebellar EEG
0,0.9852574939557543,Rem,Specificity,5,Cerebellar EEG
0,0.7919362867098059,Wakefulness,Precision,5,EMG
0,0.6977409638554217,Nrem,Precision,5,EMG
0,0.22131147540983606,Rem,Precision,5,EMG
0,0.929495180178984,Wakefulness,Recall,5,EMG
0,0.5339403019476777,Nrem,Recall,5,EMG
0,0.010428736964078795,Rem,Recall,5,EMG
0,0.929495180178984,Wakefulness,Sensitivity,5,EMG
0,0.5339403019476777,Nrem,Sensitivity,5,EMG
0,0.010428736964078795,Rem,Sensitivity,5,EMG
0,0.5388858246001104,Wakefulness,Specificity,5,EMG
0,0.900263380211698,Nrem,Specificity,5,EMG
0,0.9982730726581956,Rem,Specificity,5,EMG
0,0.9316941477008824,Wakefulness,Precision,5,Cerebral EEG
0,0.7243539926170585,Nrem,Precision,5,Cerebral EEG
0,0.843603744149766,Rem,Precision,5,Cerebral EEG
0,0.8503788882412167,Wakefulness,Recall,5,Cerebral EEG
0,0.8620231213872832,Nrem,Recall,5,Cerebral EEG
0,0.8455824863174355,Rem,Recall,5,Cerebral EEG
0,0.8503788882412167,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.8620231213872832,Nrem,Sensitivity,5,Cerebral EEG
0,0.8455824863174355,Rem,Sensitivity,5,Cerebral EEG
0,0.8815087118541646,Wakefulness,Specificity,5,Cerebral EEG
0,0.859181141439206,Nrem,Specificity,5,Cerebral EEG
0,0.9927146542640166,Rem,Specificity,5,Cerebral EEG
0,0.8309530054123649,Wakefulness,Precision,5,Cerebellar EEG
0,0.730374226223973,Nrem,Precision,5,Cerebellar EEG
0,0.3672903672903673,Rem,Precision,5,Cerebellar EEG
0,0.9234009856393408,Wakefulness,Recall,5,Cerebellar EEG
0,0.6001734104046242,Nrem,Recall,5,Cerebellar EEG
0,0.2071931196247068,Rem,Recall,5,Cerebellar EEG
0,0.9234009856393408,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.6001734104046242,Nrem,Sensitivity,5,Cerebellar EEG
0,0.2071931196247068,Rem,Sensitivity,5,Cerebellar EEG
0,0.6429650518682647,Wakefulness,Specificity,5,Cerebellar EEG
0,0.9048883374689827,Nrem,Specificity,5,Cerebellar EEG
0,0.9834126666908906,Rem,Specificity,5,Cerebellar EEG
0,0.9024479235770201,Wakefulness,Precision,5,EMG
0,0.5272032969110363,Nrem,Precision,5,EMG
0,0.15653040877367896,Rem,Precision,5,EMG
0,0.7208679985162418,Wakefulness,Recall,5,EMG
0,0.8060115606936417,Nrem,Recall,5,EMG
0,0.06137607505863956,Rem,Recall,5,EMG
0,0.7208679985162418,Wakefulness,Sensitivity,5,EMG
0,0.8060115606936417,Nrem,Sensitivity,5,EMG
0,0.06137607505863956,Rem,Sensitivity,5,EMG
0,0.8518984792023366,Wakefulness,Specificity,5,EMG
0,0.6897022332506203,Nrem,Specificity,5,EMG
0,0.9846299189709676,Rem,Specificity,5,EMG
0,0.8433926831007679,Wakefulness,Precision,5,Cerebral EEG
0,0.8190739037105182,Nrem,Precision,5,Cerebral EEG
0,0.8127762153475291,Rem,Precision,5,Cerebral EEG
0,0.9356523115061052,Wakefulness,Recall,5,Cerebral EEG
0,0.6226832964214943,Nrem,Recall,5,Cerebral EEG
0,0.8018232263178755,Rem,Recall,5,Cerebral EEG
0,0.9356523115061052,Wakefulness,Sensitivity,5,Cerebral EEG
0,0.6226832964214943,Nrem,Sensitivity,5,Cerebral EEG
0,0.8018232263178755,Rem,Sensitivity,5,Cerebral EEG
0,0.6652609115390478,Wakefulness,Specificity,5,Cerebral EEG
0,0.9416448246872063,Nrem,Specificity,5,Cerebral EEG
0,0.9915391179621258,Rem,Specificity,5,Cerebral EEG
0,0.8060785668129861,Wakefulness,Precision,5,Cerebellar EEG
0,0.7643195610607698,Nrem,Precision,5,Cerebellar EEG
0,0.4682080924855491,Rem,Precision,5,Cerebellar EEG
0,0.9540335979324349,Wakefulness,Recall,5,Cerebellar EEG
0,0.5358433383844271,Nrem,Recall,5,Cerebellar EEG
0,0.12841854934601665,Rem,Recall,5,Cerebellar EEG
0,0.9540335979324349,Wakefulness,Sensitivity,5,Cerebellar EEG
0,0.5358433383844271,Nrem,Sensitivity,5,Cerebellar EEG
0,0.12841854934601665,Rem,Sensitivity,5,Cerebellar EEG
0,0.5577968599156546,Wakefulness,Specificity,5,Cerebellar EEG
0,0.9298996093170466,Nrem,Specificity,5,Cerebellar EEG
0,0.9933184450859706,Rem,Specificity,5,Cerebellar EEG
0,0.7464345480430602,Wakefulness,Precision,5,EMG
0,0.46984145220588236,Nrem,Precision,5,EMG
0,0.14193548387096774,Rem,Precision,5,EMG
0,0.7881273240328067,Wakefulness,Recall,5,EMG
0,0.4766872595873645,Nrem,Recall,5,EMG
0,0.008719778042013475,Rem,Recall,5,EMG
0,0.7881273240328067,Wakefulness,Sensitivity,5,EMG
0,0.4766872595873645,Nrem,Sensitivity,5,EMG
0,0.008719778042013475,Rem,Sensitivity,5,EMG
0,0.48417255220771305,Wakefulness,Specificity,5,EMG
0,0.7717966470500964,Nrem,Specificity,5,EMG
0,0.9975851989033535,Rem,Specificity,5,EMG
0,0.9217375759742581,Wakefulness,Precision,10,Cerebral EEG
0,0.8065618591934381,Nrem,Precision,10,Cerebral EEG
0,0.8148327678138633,Rem,Precision,10,Cerebral EEG
0,0.9086775694346538,Wakefulness,Recall,10,Cerebral EEG
0,0.8255597014925373,Nrem,Recall,10,Cerebral EEG
0,0.8559063136456212,Rem,Recall,10,Cerebral EEG
0,0.9086775694346538,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.8255597014925373,Nrem,Sensitivity,10,Cerebral EEG
0,0.8559063136456212,Rem,Sensitivity,10,Cerebral EEG
0,0.8523738872403561,Wakefulness,Specificity,10,Cerebral EEG
0,0.9160403481012658,Nrem,Specificity,10,Cerebral EEG
0,0.9907362498787468,Rem,Specificity,10,Cerebral EEG
0,0.7954227812718379,Wakefulness,Precision,10,Cerebellar EEG
0,0.7735653077122825,Nrem,Precision,10,Cerebellar EEG
0,0.2824956672443674,Rem,Precision,10,Cerebellar EEG
0,0.9628506978711405,Wakefulness,Recall,10,Cerebellar EEG
0,0.4631529850746269,Nrem,Recall,10,Cerebellar EEG
0,0.1659877800407332,Rem,Recall,10,Cerebellar EEG
0,0.9628506978711405,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.4631529850746269,Nrem,Sensitivity,10,Cerebellar EEG
0,0.1659877800407332,Rem,Sensitivity,10,Cerebellar EEG
0,0.5261667116266523,Wakefulness,Specificity,10,Cerebellar EEG
0,0.9425105485232067,Nrem,Specificity,10,Cerebellar EEG
0,0.979920457852362,Rem,Specificity,10,Cerebellar EEG
0,0.81649283911576,Wakefulness,Precision,10,EMG
0,0.7310257224515719,Nrem,Precision,10,EMG
0,0.1535796766743649,Rem,Precision,10,EMG
0,0.9464260538559143,Wakefulness,Recall,10,EMG
0,0.5368470149253731,Nrem,Recall,10,EMG
0,0.06771894093686355,Rem,Recall,10,EMG
0,0.9464260538559143,Wakefulness,Sensitivity,10,EMG
0,0.5368470149253731,Nrem,Sensitivity,10,EMG
0,0.06771894093686355,Rem,Sensitivity,10,EMG
0,0.5929997302400863,Wakefulness,Specificity,10,EMG
0,0.9162381329113924,Nrem,Specificity,10,EMG
0,0.9822242700552914,Rem,Specificity,10,EMG
0,0.8955099677991244,Wakefulness,Precision,10,Cerebral EEG
0,0.7601930557556548,Nrem,Precision,10,Cerebral EEG
0,0.8927933293627159,Rem,Precision,10,Cerebral EEG
0,0.8839011499178631,Wakefulness,Recall,10,Cerebral EEG
0,0.7945339557295588,Nrem,Recall,10,Cerebral EEG
0,0.7823590814196242,Rem,Recall,10,Cerebral EEG
0,0.8839011499178631,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7945339557295588,Nrem,Sensitivity,10,Cerebral EEG
0,0.7823590814196242,Rem,Sensitivity,10,Cerebral EEG
0,0.8099749967100934,Wakefulness,Specificity,10,Cerebral EEG
0,0.8887291931278829,Nrem,Specificity,10,Cerebral EEG
0,0.995639957368472,Rem,Specificity,10,Cerebral EEG
0,0.8510123091410506,Wakefulness,Precision,10,Cerebellar EEG
0,0.6885231702035514,Nrem,Precision,10,Cerebellar EEG
0,0.21863612701717855,Rem,Precision,10,Cerebellar EEG
0,0.9036497393043355,Wakefulness,Recall,10,Cerebellar EEG
0,0.5984791447071224,Nrem,Recall,10,Cerebellar EEG
0,0.21920668058455114,Rem,Recall,10,Cerebellar EEG
0,0.9036497393043355,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.5984791447071224,Nrem,Sensitivity,10,Cerebellar EEG
0,0.21920668058455114,Rem,Sensitivity,10,Cerebellar EEG
0,0.7085142781944993,Wakefulness,Specificity,10,Cerebellar EEG
0,0.879804799786082,Nrem,Specificity,10,Cerebellar EEG
0,0.9636420889448697,Rem,Specificity,10,Cerebellar EEG
0,0.9377818778187782,Wakefulness,Precision,10,EMG
0,0.5137194469414836,Nrem,Precision,10,EMG
0,0.18960244648318042,Rem,Precision,10,EMG
0,0.6534533247625169,Wakefulness,Recall,10,EMG
0,0.9035536816744466,Nrem,Recall,10,EMG
0,0.032359081419624215,Rem,Recall,10,EMG
0,0.6534533247625169,Wakefulness,Sensitivity,10,EMG
0,0.9035536816744466,Nrem,Sensitivity,10,EMG
0,0.032359081419624215,Rem,Sensitivity,10,EMG
0,0.9201210685616529,Wakefulness,Specificity,10,EMG
0,0.6202954742964102,Nrem,Specificity,10,EMG
0,0.9935810483480283,Rem,Specificity,10,EMG
0,0.9405652535328346,Wakefulness,Precision,10,Cerebral EEG
0,0.7637377584330794,Nrem,Precision,10,Cerebral EEG
0,0.8369458128078818,Rem,Precision,10,Cerebral EEG
0,0.8763289445891713,Wakefulness,Recall,10,Cerebral EEG
0,0.8714884370634798,Nrem,Recall,10,Cerebral EEG
0,0.890461215932914,Rem,Recall,10,Cerebral EEG
0,0.8763289445891713,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.8714884370634798,Nrem,Sensitivity,10,Cerebral EEG
0,0.890461215932914,Rem,Sensitivity,10,Cerebral EEG
0,0.8936731107205624,Wakefulness,Specificity,10,Cerebral EEG
0,0.8853994853862902,Nrem,Specificity,10,Cerebral EEG
0,0.9919839194032742,Rem,Specificity,10,Cerebral EEG
0,0.8593837905814607,Wakefulness,Precision,10,Cerebellar EEG
0,0.7172513133367225,Nrem,Precision,10,Cerebellar EEG
0,0.3336155800169348,Rem,Precision,10,Cerebellar EEG
0,0.9141730620291487,Wakefulness,Recall,10,Cerebellar EEG
0,0.6569144808319106,Nrem,Recall,10,Cerebellar EEG
0,0.20649895178197064,Rem,Recall,10,Cerebellar EEG
0,0.9141730620291487,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6569144808319106,Nrem,Sensitivity,10,Cerebellar EEG
0,0.20649895178197064,Rem,Sensitivity,10,Cerebellar EEG
0,0.7127889685007436,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8899188493765257,Nrem,Specificity,10,Cerebellar EEG
0,0.9809406180373922,Rem,Specificity,10,Cerebellar EEG
0,0.8263409783081609,Wakefulness,Precision,10,EMG
0,0.732484076433121,Nrem,Precision,10,EMG
0,0.2751322751322751,Rem,Precision,10,EMG
0,0.9360698443990706,Wakefulness,Recall,10,EMG
0,0.6157845724041595,Nrem,Recall,10,EMG
0,0.027253668763102725,Rem,Recall,10,EMG
0,0.9360698443990706,Wakefulness,Sensitivity,10,EMG
0,0.6157845724041595,Nrem,Sensitivity,10,EMG
0,0.027253668763102725,Rem,Sensitivity,10,EMG
0,0.6222793024198999,Wakefulness,Specificity,10,EMG
0,0.9044006069802731,Nrem,Specificity,10,EMG
0,0.9966821660370048,Rem,Specificity,10,EMG
0,0.9016421661445244,Wakefulness,Precision,10,Cerebral EEG
0,0.8315125030347171,Nrem,Precision,10,Cerebral EEG
0,0.8981069042316259,Rem,Precision,10,Cerebral EEG
0,0.929547471162378,Wakefulness,Recall,10,Cerebral EEG
0,0.7867534456355283,Nrem,Recall,10,Cerebral EEG
0,0.8208651399491094,Rem,Recall,10,Cerebral EEG
0,0.929547471162378,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7867534456355283,Nrem,Sensitivity,10,Cerebral EEG
0,0.8208651399491094,Rem,Sensitivity,10,Cerebral EEG
0,0.8098502495840266,Wakefulness,Specificity,10,Cerebral EEG
0,0.9309223623092236,Nrem,Specificity,10,Cerebral EEG
0,0.9955620225536559,Rem,Specificity,10,Cerebral EEG
0,0.9025519618424259,Wakefulness,Precision,10,Cerebellar EEG
0,0.7449033724895794,Nrem,Precision,10,Cerebellar EEG
0,0.3408736349453978,Rem,Precision,10,Cerebellar EEG
0,0.9201064773735581,Wakefulness,Recall,10,Cerebellar EEG
0,0.7526033690658499,Nrem,Recall,10,Cerebellar EEG
0,0.2223918575063613,Rem,Recall,10,Cerebellar EEG
0,0.9201064773735581,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.7526033690658499,Nrem,Sensitivity,10,Cerebellar EEG
0,0.2223918575063613,Rem,Sensitivity,10,Cerebellar EEG
0,0.8137104825291182,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8883211678832117,Nrem,Specificity,10,Cerebellar EEG
0,0.9795076997696132,Rem,Specificity,10,Cerebellar EEG
0,0.8658036101564845,Wakefulness,Precision,10,EMG
0,0.7232246573220785,Nrem,Precision,10,EMG
0,0.17721518987341772,Rem,Precision,10,EMG
0,0.9209937888198758,Wakefulness,Recall,10,EMG
0,0.715084226646248,Nrem,Recall,10,EMG
0,0.028498727735368958,Rem,Recall,10,EMG
0,0.9209937888198758,Wakefulness,Sensitivity,10,EMG
0,0.715084226646248,Nrem,Sensitivity,10,EMG
0,0.028498727735368958,Rem,Sensitivity,10,EMG
0,0.7323128119800333,Wakefulness,Specificity,10,EMG
0,0.8814200398142004,Nrem,Specificity,10,EMG
0,0.9936946768521887,Rem,Specificity,10,EMG
0,0.8794161552496268,Wakefulness,Precision,10,Cerebral EEG
0,0.8578770157717526,Nrem,Precision,10,Cerebral EEG
0,0.896551724137931,Rem,Precision,10,Cerebral EEG
0,0.9440883190883191,Wakefulness,Recall,10,Cerebral EEG
0,0.7373391211636585,Nrem,Recall,10,Cerebral EEG
0,0.7973856209150327,Rem,Recall,10,Cerebral EEG
0,0.9440883190883191,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7373391211636585,Nrem,Sensitivity,10,Cerebral EEG
0,0.7973856209150327,Rem,Sensitivity,10,Cerebral EEG
0,0.7595899470899471,Wakefulness,Specificity,10,Cerebral EEG
0,0.9466560244770361,Nrem,Specificity,10,Cerebral EEG
0,0.9955594380141224,Rem,Specificity,10,Cerebral EEG
0,0.8614260092721059,Wakefulness,Precision,10,Cerebellar EEG
0,0.7147613762486127,Nrem,Precision,10,Cerebellar EEG
0,0.28309178743961355,Rem,Precision,10,Cerebellar EEG
0,0.9065527065527066,Wakefulness,Recall,10,Cerebellar EEG
0,0.6866194501561191,Nrem,Recall,10,Cerebellar EEG
0,0.14731020613373555,Rem,Recall,10,Cerebellar EEG
0,0.9065527065527066,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6866194501561191,Nrem,Sensitivity,10,Cerebellar EEG
0,0.14731020613373555,Rem,Sensitivity,10,Cerebellar EEG
0,0.7291666666666666,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8803418803418803,Nrem,Specificity,10,Cerebellar EEG
0,0.9819950983960593,Rem,Specificity,10,Cerebellar EEG
0,0.794545888530851,Wakefulness,Precision,10,EMG
0,0.7391442155309034,Nrem,Precision,10,EMG
0,0.273972602739726,Rem,Precision,10,EMG
0,0.9483618233618234,Wakefulness,Recall,10,EMG
0,0.5327850125656842,Nrem,Recall,10,EMG
0,0.030165912518853696,Rem,Recall,10,EMG
0,0.9483618233618234,Wakefulness,Sensitivity,10,EMG
0,0.5327850125656842,Nrem,Sensitivity,10,EMG
0,0.030165912518853696,Rem,Sensitivity,10,EMG
0,0.5445767195767196,Wakefulness,Specificity,10,EMG
