,Data,Sleep_Stage,Cata,Sample_number,Area
0,0.9178888556320463,Nrem,Specificity,10,EMG
0,0.9961418067991555,Rem,Specificity,10,EMG
0,0.9317172599548664,Wakefulness,Precision,10,Cerebral EEG
0,0.8057357711589501,Nrem,Precision,10,Cerebral EEG
0,0.8112858464384829,Rem,Precision,10,Cerebral EEG
0,0.9032781678958326,Wakefulness,Recall,10,Cerebral EEG
0,0.8453743811881188,Nrem,Recall,10,Cerebral EEG
0,0.9073978272115882,Rem,Recall,10,Cerebral EEG
0,0.9032781678958326,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.8453743811881188,Nrem,Sensitivity,10,Cerebral EEG
0,0.9073978272115882,Rem,Sensitivity,10,Cerebral EEG
0,0.8737635421573245,Wakefulness,Specificity,10,Cerebral EEG
0,0.912955866807611,Nrem,Specificity,10,Cerebral EEG
0,0.990113165483316,Rem,Specificity,10,Cerebral EEG
0,0.8491406951391561,Wakefulness,Precision,10,Cerebellar EEG
0,0.7485518944069889,Nrem,Precision,10,Cerebellar EEG
0,0.24240378122889938,Rem,Precision,10,Cerebellar EEG
0,0.934507216203818,Wakefulness,Recall,10,Cerebellar EEG
0,0.6097617574257426,Nrem,Recall,10,Cerebellar EEG
0,0.18572167615106053,Rem,Recall,10,Cerebellar EEG
0,0.934507216203818,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6097617574257426,Nrem,Sensitivity,10,Cerebellar EEG
0,0.18572167615106053,Rem,Sensitivity,10,Cerebellar EEG
0,0.6833995020523518,Wakefulness,Specificity,10,Cerebellar EEG
0,0.9125264270613108,Nrem,Specificity,10,Cerebellar EEG
0,0.9728112050791189,Rem,Specificity,10,Cerebellar EEG
0,0.815126592485083,Wakefulness,Precision,10,EMG
0,0.6428317955997161,Nrem,Precision,10,EMG
0,0.21451787648970747,Rem,Precision,10,EMG
0,0.8918098733194537,Wakefulness,Recall,10,EMG
0,0.5604888613861386,Nrem,Recall,10,EMG
0,0.1024314536989136,Rem,Recall,10,EMG
0,0.8918098733194537,Wakefulness,Sensitivity,10,EMG
0,0.5604888613861386,Nrem,Sensitivity,10,EMG
0,0.1024314536989136,Rem,Sensitivity,10,EMG
0,0.6142924433079874,Wakefulness,Specificity,10,EMG
0,0.8670058139534884,Nrem,Specificity,10,EMG
0,0.9824314827828531,Rem,Specificity,10,EMG
0,0.9017758430071863,Wakefulness,Precision,10,Cerebral EEG
0,0.8189585028478438,Nrem,Precision,10,Cerebral EEG
0,0.8341810783316378,Rem,Precision,10,Cerebral EEG
0,0.9200535796115478,Wakefulness,Recall,10,Cerebral EEG
0,0.7781815370341735,Nrem,Recall,10,Cerebral EEG
0,0.8645229309435951,Rem,Recall,10,Cerebral EEG
0,0.9200535796115478,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7781815370341735,Nrem,Sensitivity,10,Cerebral EEG
0,0.8645229309435951,Rem,Sensitivity,10,Cerebral EEG
0,0.8083069246847818,Wakefulness,Specificity,10,Cerebral EEG
0,0.9264851648714729,Nrem,Specificity,10,Cerebral EEG
0,0.9921071108636177,Rem,Specificity,10,Cerebral EEG
0,0.819689495505856,Wakefulness,Precision,10,Cerebellar EEG
0,0.7743138270326256,Nrem,Precision,10,Cerebellar EEG
0,0.3466135458167331,Rem,Precision,10,Cerebellar EEG
0,0.954739328139871,Wakefulness,Recall,10,Cerebellar EEG
0,0.5780114427091387,Nrem,Recall,10,Cerebellar EEG
0,0.09172377438060095,Rem,Recall,10,Cerebellar EEG
0,0.954739328139871,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.5780114427091387,Nrem,Sensitivity,10,Cerebellar EEG
0,0.09172377438060095,Rem,Sensitivity,10,Cerebellar EEG
0,0.5982738857797856,Wakefulness,Specificity,10,Cerebellar EEG
0,0.9280050221370515,Nrem,Specificity,10,Cerebellar EEG
0,0.9920586882308791,Rem,Specificity,10,Cerebellar EEG
0,0.8036053130929791,Wakefulness,Precision,10,EMG
0,0.6896551724137931,Nrem,Precision,10,EMG
0,0.17879161528976573,Rem,Precision,10,EMG
0,0.9255525397440869,Wakefulness,Recall,10,EMG
0,0.5180145353332303,Nrem,Recall,10,EMG
0,0.0764364786505008,Rem,Recall,10,EMG
0,0.9255525397440869,Wakefulness,Sensitivity,10,EMG
0,0.5180145353332303,Nrem,Sensitivity,10,EMG
0,0.0764364786505008,Rem,Sensitivity,10,EMG
0,0.5673251972220349,Wakefulness,Specificity,10,EMG
0,0.9003832683539285,Nrem,Specificity,10,EMG
0,0.9838752632980655,Rem,Specificity,10,EMG
0,0.9049389089657546,Wakefulness,Precision,10,Cerebral EEG
0,0.8280116110304789,Nrem,Precision,10,Cerebral EEG
0,0.8823866896156053,Rem,Precision,10,Cerebral EEG
0,0.9273772573363431,Wakefulness,Recall,10,Cerebral EEG
0,0.794322400990099,Nrem,Recall,10,Cerebral EEG
0,0.8010416666666667,Rem,Recall,10,Cerebral EEG
0,0.9273772573363431,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.794322400990099,Nrem,Sensitivity,10,Cerebral EEG
0,0.8010416666666667,Rem,Sensitivity,10,Cerebral EEG
0,0.8139816810344828,Wakefulness,Specificity,10,Cerebral EEG
0,0.9295388477801269,Nrem,Specificity,10,Cerebral EEG
0,0.9950339147286822,Rem,Specificity,10,Cerebral EEG
0,0.9261862277411602,Wakefulness,Precision,10,Cerebellar EEG
0,0.7154850746268657,Nrem,Precision,10,Cerebellar EEG
0,0.23130434782608697,Rem,Precision,10,Cerebellar EEG
0,0.8970795711060948,Wakefulness,Recall,10,Cerebellar EEG
0,0.7119430693069307,Nrem,Recall,10,Cerebellar EEG
0,0.3463541666666667,Rem,Recall,10,Cerebellar EEG
0,0.8970795711060948,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.7119430693069307,Nrem,Sensitivity,10,Cerebellar EEG
0,0.3463541666666667,Rem,Sensitivity,10,Cerebellar EEG
0,0.8634832974137931,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8790961945031712,Nrem,Specificity,10,Cerebellar EEG
0,0.9464631782945736,Rem,Specificity,10,Cerebellar EEG
0,0.8150588536335721,Wakefulness,Precision,10,EMG
0,0.6658091072806792,Nrem,Precision,10,EMG
0,0.2581818181818182,Rem,Precision,10,EMG
0,0.8987725733634312,Wakefulness,Recall,10,EMG
0,0.6005569306930693,Nrem,Recall,10,EMG
0,0.03697916666666667,Rem,Recall,10,EMG
0,0.8987725733634312,Wakefulness,Sensitivity,10,EMG
0,0.6005569306930693,Nrem,Sensitivity,10,EMG
0,0.03697916666666667,Rem,Sensitivity,10,EMG
0,0.6105872844827587,Wakefulness,Specificity,10,EMG
0,0.8712671775898521,Nrem,Specificity,10,EMG
0,0.9950581395348838,Rem,Specificity,10,EMG
0,0.8690507236927891,Wakefulness,Precision,10,Cerebral EEG
0,0.8520560747663551,Nrem,Precision,10,Cerebral EEG
0,0.8651315789473685,Rem,Precision,10,Cerebral EEG
0,0.9443499822883458,Wakefulness,Recall,10,Cerebral EEG
0,0.6970716415628107,Nrem,Recall,10,Cerebral EEG
0,0.8344791115811739,Rem,Recall,10,Cerebral EEG
0,0.9443499822883458,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.6970716415628107,Nrem,Sensitivity,10,Cerebral EEG
0,0.8344791115811739,Rem,Sensitivity,10,Cerebral EEG
0,0.7316633266533066,Wakefulness,Specificity,10,Cerebral EEG
0,0.9474453039407722,Nrem,Specificity,10,Cerebral EEG
0,0.9940448812607422,Rem,Specificity,10,Cerebral EEG
0,0.8670002014639715,Wakefulness,Precision,10,Cerebellar EEG
0,0.7165583304823812,Nrem,Precision,10,Cerebellar EEG
0,0.2398609501738123,Rem,Precision,10,Cerebellar EEG
0,0.9146652497343252,Wakefulness,Recall,10,Cerebellar EEG
0,0.6405688508295742,Nrem,Recall,10,Cerebellar EEG
0,0.21893178212585934,Rem,Recall,10,Cerebellar EEG
0,0.9146652497343252,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6405688508295742,Nrem,Sensitivity,10,Cerebellar EEG
0,0.21893178212585934,Rem,Sensitivity,10,Cerebellar EEG
0,0.7354041416165664,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8899770923940108,Nrem,Specificity,10,Cerebellar EEG
0,0.9682393667239585,Rem,Specificity,10,Cerebellar EEG
0,0.8063671911081006,Wakefulness,Precision,10,EMG
0,0.711197496918555,Nrem,Precision,10,EMG
0,0.27586206896551724,Rem,Precision,10,EMG
0,0.9277364505844846,Wakefulness,Recall,10,EMG
0,0.5735147947090756,Nrem,Recall,10,EMG
0,0.02538339502908514,Rem,Recall,10,EMG
0,0.9277364505844846,Wakefulness,Sensitivity,10,EMG
0,0.5735147947090756,Nrem,Sensitivity,10,EMG
0,0.02538339502908514,Rem,Sensitivity,10,EMG
0,0.5798931195724782,Wakefulness,Specificity,10,EMG
0,0.898874539357923,Nrem,Specificity,10,EMG
0,0.9969498172311119,Rem,Specificity,10,EMG
0,0.8815978606050476,Wakefulness,Precision,10,Cerebral EEG
0,0.8380256906563435,Nrem,Precision,10,Cerebral EEG
0,0.8353309015112037,Rem,Precision,10,Cerebral EEG
0,0.9326991087848352,Wakefulness,Recall,10,Cerebral EEG
0,0.7267663665496719,Nrem,Recall,10,Cerebral EEG
0,0.8817381738173817,Rem,Recall,10,Cerebral EEG
0,0.9326991087848352,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7267663665496719,Nrem,Sensitivity,10,Cerebral EEG
0,0.8817381738173817,Rem,Sensitivity,10,Cerebral EEG
0,0.7626641651031895,Wakefulness,Specificity,10,Cerebral EEG
0,0.9388250149531469,Nrem,Specificity,10,Cerebral EEG
0,0.9923638296844038,Rem,Specificity,10,Cerebral EEG
0,0.8742751801575331,Wakefulness,Precision,10,Cerebellar EEG
0,0.7491319444444444,Nrem,Precision,10,Cerebellar EEG
0,0.42424242424242425,Rem,Precision,10,Cerebellar EEG
0,0.9224784269345028,Wakefulness,Recall,10,Cerebellar EEG
0,0.7243247367617885,Nrem,Recall,10,Cerebellar EEG
0,0.1617161716171617,Rem,Recall,10,Cerebellar EEG
0,0.9224784269345028,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.7243247367617885,Nrem,Sensitivity,10,Cerebellar EEG
0,0.1617161716171617,Rem,Sensitivity,10,Cerebellar EEG
0,0.7486598767086572,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8943643251146408,Nrem,Specificity,10,Cerebellar EEG
0,0.990358126721763,Rem,Specificity,10,Cerebellar EEG
0,0.8388633599135018,Wakefulness,Precision,10,EMG
0,0.6716628737345994,Nrem,Precision,10,EMG
0,0.1753774680603949,Rem,Precision,10,EMG
0,0.8780237657377281,Wakefulness,Recall,10,EMG
0,0.6530596673279414,Nrem,Recall,10,EMG
0,0.08305830583058306,Rem,Recall,10,EMG
0,0.8780237657377281,Wakefulness,Sensitivity,10,EMG
0,0.6530596673279414,Nrem,Sensitivity,10,EMG
0,0.08305830583058306,Rem,Sensitivity,10,EMG
0,0.6804476011793085,Wakefulness,Specificity,10,EMG
0,0.8609689639130724,Nrem,Specificity,10,EMG
0,0.9828427818858441,Rem,Specificity,10,EMG
0,0.9097107510631568,Wakefulness,Precision,10,Cerebral EEG
0,0.8131702279768052,Nrem,Precision,10,Cerebral EEG
0,0.8123262279888785,Rem,Precision,10,Cerebral EEG
0,0.9121150186764395,Wakefulness,Recall,10,Cerebral EEG
0,0.7957866915422885,Nrem,Recall,10,Cerebral EEG
0,0.8953013278855976,Rem,Recall,10,Cerebral EEG
0,0.9121150186764395,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7957866915422885,Nrem,Sensitivity,10,Cerebral EEG
0,0.8953013278855976,Rem,Sensitivity,10,Cerebral EEG
0,0.8266765618674943,Wakefulness,Specificity,10,Cerebral EEG
0,0.9224683544303798,Nrem,Specificity,10,Cerebral EEG
0,0.9901799136802288,Rem,Specificity,10,Cerebral EEG
0,0.8297600896163301,Wakefulness,Precision,10,Cerebellar EEG
0,0.7509146642934836,Nrem,Precision,10,Cerebellar EEG
0,0.33157894736842103,Rem,Precision,10,Cerebellar EEG
0,0.939671576573402,Wakefulness,Recall,10,Cerebellar EEG
0,0.5903296019900498,Nrem,Recall,10,Cerebellar EEG
0,0.16087844739530133,Rem,Recall,10,Cerebellar EEG
0,0.939671576573402,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.5903296019900498,Nrem,Sensitivity,10,Cerebellar EEG
0,0.16087844739530133,Rem,Sensitivity,10,Cerebellar EEG
0,0.6308865200377817,Wakefulness,Specificity,10,Cerebellar EEG
0,0.9169633438818565,Nrem,Specificity,10,Cerebellar EEG
0,0.9846030745356675,Rem,Specificity,10,Cerebellar EEG
0,0.8469875152353659,Wakefulness,Precision,10,EMG
0,0.6824241432894415,Nrem,Precision,10,EMG
0,0.17045454545454544,Rem,Precision,10,EMG
0,0.9060539854817112,Wakefulness,Recall,10,EMG
0,0.6486318407960199,Nrem,Recall,10,EMG
0,0.05362614913176711,Rem,Recall,10,EMG
0,0.9060539854817112,Wakefulness,Sensitivity,10,EMG
0,0.6486318407960199,Nrem,Sensitivity,10,EMG
0,0.05362614913176711,Rem,Sensitivity,10,EMG
0,0.6866144919713939,Wakefulness,Specificity,10,EMG
0,0.8720002637130801,Nrem,Specificity,10,EMG
0,0.9876097182483876,Rem,Specificity,10,EMG
0,0.8600427009974189,Wakefulness,Precision,10,Cerebral EEG
0,0.8401285398674433,Nrem,Precision,10,Cerebral EEG
0,0.8640515851692638,Rem,Precision,10,Cerebral EEG
0,0.9442325858027499,Wakefulness,Recall,10,Cerebral EEG
0,0.6578595580718724,Nrem,Recall,10,Cerebral EEG
0,0.8463157894736842,Rem,Recall,10,Cerebral EEG
0,0.9442325858027499,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.6578595580718724,Nrem,Sensitivity,10,Cerebral EEG
0,0.8463157894736842,Rem,Sensitivity,10,Cerebral EEG
0,0.6995279469111308,Wakefulness,Specificity,10,Cerebral EEG
0,0.9477741692090673,Nrem,Specificity,10,Cerebral EEG
0,0.9938740920096852,Rem,Specificity,10,Cerebral EEG
0,0.8965598333669287,Wakefulness,Precision,10,Cerebellar EEG
0,0.7621515508441303,Nrem,Precision,10,Cerebellar EEG
0,0.4177396280400572,Rem,Precision,10,Cerebellar EEG
0,0.9336668649197075,Wakefulness,Recall,10,Cerebellar EEG
0,0.7632303216167335,Nrem,Recall,10,Cerebellar EEG
0,0.15368421052631578,Rem,Recall,10,Cerebellar EEG
0,0.9336668649197075,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.7632303216167335,Nrem,Sensitivity,10,Cerebellar EEG
0,0.15368421052631578,Rem,Sensitivity,10,Cerebellar EEG
0,0.7893548607785456,Wakefulness,Specificity,10,Cerebellar EEG
0,0.9006331397828298,Nrem,Specificity,10,Cerebellar EEG
0,0.9901452784503632,Rem,Specificity,10,Cerebellar EEG
0,0.806422351233672,Wakefulness,Precision,10,EMG
0,0.7152820512820512,Nrem,Precision,10,EMG
0,0.24338624338624337,Rem,Precision,10,EMG
0,0.9330721057971522,Wakefulness,Recall,10,EMG
0,0.5483997798222852,Nrem,Recall,10,EMG
0,0.04842105263157895,Rem,Recall,10,EMG
0,0.9330721057971522,Wakefulness,Sensitivity,10,EMG
0,0.5483997798222852,Nrem,Sensitivity,10,EMG
0,0.04842105263157895,Rem,Sensitivity,10,EMG
0,0.5620168297188205,Wakefulness,Specificity,10,EMG
0,0.9089328478168159,Nrem,Specificity,10,EMG
0,0.9930750605326877,Rem,Specificity,10,EMG
0,0.9401877649909146,Wakefulness,Precision,10,Cerebral EEG
0,0.7601483618380384,Nrem,Precision,10,Cerebral EEG
0,0.802247191011236,Rem,Precision,10,Cerebral EEG
0,0.8727860556648861,Wakefulness,Recall,10,Cerebral EEG
0,0.8640693316677077,Nrem,Recall,10,Cerebral EEG
0,0.922004132231405,Rem,Recall,10,Cerebral EEG
0,0.8727860556648861,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.8640693316677077,Nrem,Sensitivity,10,Cerebral EEG
0,0.922004132231405,Rem,Sensitivity,10,Cerebral EEG
0,0.8928377645143787,Wakefulness,Specificity,10,Cerebral EEG
0,0.8851013424585418,Nrem,Specificity,10,Cerebral EEG
0,0.9893369523070957,Rem,Specificity,10,Cerebral EEG
0,0.8363955903498962,Wakefulness,Precision,10,Cerebellar EEG
0,0.7053266150800792,Nrem,Precision,10,Cerebellar EEG
0,0.30973451327433627,Rem,Precision,10,Cerebellar EEG
0,0.919841158279449,Wakefulness,Recall,10,Cerebellar EEG
0,0.6120393504059962,Nrem,Recall,10,Cerebellar EEG
0,0.1265495867768595,Rem,Recall,10,Cerebellar EEG
0,0.919841158279449,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6120393504059962,Nrem,Sensitivity,10,Cerebellar EEG
0,0.1265495867768595,Rem,Sensitivity,10,Cerebellar EEG
0,0.6527400976668475,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8922413793103449,Nrem,Specificity,10,Cerebellar EEG
0,0.986768127181078,Rem,Specificity,10,Cerebellar EEG
0,0.8193185765259402,Wakefulness,Precision,10,EMG
0,0.6990344827586207,Nrem,Precision,10,EMG
0,0.1722560975609756,Rem,Precision,10,EMG
0,0.9118287883047512,Wakefulness,Recall,10,EMG
0,0.5935352904434729,Nrem,Recall,10,EMG
0,0.05836776859504132,Rem,Recall,10,EMG
0,0.9118287883047512,Wakefulness,Sensitivity,10,EMG
0,0.5935352904434729,Nrem,Sensitivity,10,EMG
0,0.05836776859504132,Rem,Sensitivity,10,EMG
0,0.6119099294628323,Wakefulness,Specificity,10,EMG
0,0.8923071861016056,Nrem,Specificity,10,EMG
0,0.9868408297789841,Rem,Specificity,10,EMG
0,0.9049934806357262,Wakefulness,Precision,10,Cerebral EEG
0,0.7849249295023245,Nrem,Precision,10,Cerebral EEG
0,0.8719153936545241,Rem,Precision,10,Cerebral EEG
0,0.9019105148556578,Wakefulness,Recall,10,Cerebral EEG
0,0.8033541341653666,Nrem,Recall,10,Cerebral EEG
0,0.7785939139559287,Rem,Recall,10,Cerebral EEG
0,0.9019105148556578,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.8033541341653666,Nrem,Sensitivity,10,Cerebral EEG
0,0.7785939139559287,Rem,Sensitivity,10,Cerebral EEG
0,0.8169224500882792,Wakefulness,Specificity,10,Cerebral EEG
0,0.9071099407504938,Nrem,Specificity,10,Cerebral EEG
0,0.9947207826802925,Rem,Specificity,10,Cerebral EEG
0,0.9357843698698125,Wakefulness,Precision,10,Cerebellar EEG
0,0.6702776740131988,Nrem,Precision,10,Cerebellar EEG
0,0.31322751322751324,Rem,Precision,10,Cerebellar EEG
0,0.8608203975556649,Wakefulness,Recall,10,Cerebellar EEG
0,0.8397815912636506,Nrem,Recall,10,Cerebellar EEG
0,0.155299055613851,Rem,Recall,10,Cerebellar EEG
0,0.8608203975556649,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.8397815912636506,Nrem,Sensitivity,10,Cerebellar EEG
0,0.155299055613851,Rem,Sensitivity,10,Cerebellar EEG
0,0.8857802526144235,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8256747860434497,Nrem,Specificity,10,Cerebellar EEG
0,0.984283431006926,Rem,Specificity,10,Cerebellar EEG
0,0.85103175666622,Wakefulness,Precision,10,EMG
0,0.6787653172017993,Nrem,Precision,10,EMG
0,0.24008810572687225,Rem,Precision,10,EMG
0,0.8922174615438646,Wakefulness,Recall,10,EMG
0,0.6826833073322933,Nrem,Recall,10,EMG
0,0.057187827911857295,Rem,Recall,10,EMG
0,0.8922174615438646,Wakefulness,Sensitivity,10,EMG
0,0.6826833073322933,Nrem,Sensitivity,10,EMG
0,0.057187827911857295,Rem,Sensitivity,10,EMG
0,0.6980171125899769,Wakefulness,Specificity,10,EMG
0,0.8636603028308097,Nrem,Specificity,10,EMG
0,0.9916452753426648,Rem,Specificity,10,EMG
0,0.9053355681262658,Wakefulness,Precision,10,Cerebral EEG
0,0.8260939381774388,Nrem,Precision,10,Cerebral EEG
0,0.7954437588989084,Rem,Precision,10,Cerebral EEG
0,0.9183225303722594,Wakefulness,Recall,10,Cerebral EEG
0,0.7880064333307805,Nrem,Recall,10,Cerebral EEG
0,0.8774869109947644,Rem,Recall,10,Cerebral EEG
0,0.9183225303722594,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7880064333307805,Nrem,Sensitivity,10,Cerebral EEG
0,0.8774869109947644,Rem,Sensitivity,10,Cerebral EEG
0,0.8188681766553083,Wakefulness,Specificity,10,Cerebral EEG
0,0.9281425206515609,Nrem,Specificity,10,Cerebral EEG
0,0.9895616372002907,Rem,Specificity,10,Cerebral EEG
0,0.8915190855852677,Wakefulness,Precision,10,Cerebellar EEG
0,0.7100898662964857,Nrem,Precision,10,Cerebellar EEG
0,0.27249357326478146,Rem,Precision,10,Cerebellar EEG
0,0.895087309177204,Wakefulness,Recall,10,Cerebellar EEG
0,0.7443516887493299,Nrem,Recall,10,Cerebellar EEG
0,0.16649214659685863,Rem,Recall,10,Cerebellar EEG
0,0.895087309177204,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.7443516887493299,Nrem,Sensitivity,10,Cerebellar EEG
0,0.16649214659685863,Rem,Sensitivity,10,Cerebellar EEG
0,0.7945480056123472,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8683608134558604,Nrem,Specificity,10,Cerebellar EEG
0,0.9794381206103173,Rem,Specificity,10,Cerebellar EEG
0,0.8852000302503215,Wakefulness,Precision,10,EMG
0,0.606547924141466,Nrem,Precision,10,EMG
0,0.18848167539267016,Rem,Precision,10,EMG
0,0.8291715368540361,Wakefulness,Recall,10,EMG
0,0.725051696408057,Nrem,Recall,10,EMG
0,0.1130890052356021,Rem,Recall,10,EMG
0,0.8291715368540361,Wakefulness,Sensitivity,10,EMG
0,0.725051696408057,Nrem,Sensitivity,10,EMG
0,0.1130890052356021,Rem,Sensitivity,10,EMG
0,0.797153738224093,Wakefulness,Specificity,10,EMG
0,0.7962711077198686,Nrem,Specificity,10,EMG
0,0.9774763865342698,Rem,Specificity,10,EMG
0,0.8949342036734835,Wakefulness,Precision,10,Cerebral EEG
0,0.8224588730827307,Nrem,Precision,10,Cerebral EEG
0,0.8799559471365639,Rem,Precision,10,Cerebral EEG
0,0.9222154638806397,Wakefulness,Recall,10,Cerebral EEG
0,0.7757871064467766,Nrem,Recall,10,Cerebral EEG
0,0.836211407639979,Rem,Recall,10,Cerebral EEG
0,0.9222154638806397,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7757871064467766,Nrem,Sensitivity,10,Cerebral EEG
0,0.836211407639979,Rem,Sensitivity,10,Cerebral EEG
0,0.8015867811946757,Wakefulness,Specificity,10,Cerebral EEG
0,0.9251841929002009,Nrem,Specificity,10,Cerebral EEG
0,0.9947201433795926,Rem,Specificity,10,Cerebral EEG
0,0.8465392221489783,Wakefulness,Precision,10,Cerebellar EEG
0,0.7011600928074246,Nrem,Precision,10,Cerebellar EEG
0,0.15251798561151078,Rem,Precision,10,Cerebellar EEG
0,0.9189595334359011,Wakefulness,Recall,10,Cerebellar EEG
0,0.5663418290854573,Nrem,Recall,10,Cerebellar EEG
0,0.1664050235478807,Rem,Recall,10,Cerebellar EEG
0,0.9189595334359011,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.5663418290854573,Nrem,Sensitivity,10,Cerebellar EEG
0,0.1664050235478807,Rem,Sensitivity,10,Cerebellar EEG
0,0.6947085437020524,Wakefulness,Specificity,10,Cerebellar EEG
0,0.8921634293369055,Nrem,Specificity,10,Cerebellar EEG
0,0.9572040979437623,Rem,Specificity,10,Cerebellar EEG
0,0.8582538653828349,Wakefulness,Precision,10,EMG
0,0.4928531650269167,Nrem,Precision,10,EMG
0,0.22,Rem,Precision,10,EMG
0,0.6633511037962002,Wakefulness,Recall,10,EMG
0,0.7961019490254873,Nrem,Recall,10,EMG
0,0.0057561486132914706,Rem,Recall,10,EMG
0,0.6633511037962002,Wakefulness,Sensitivity,10,EMG
0,0.7961019490254873,Nrem,Sensitivity,10,EMG
0,0.0057561486132914706,Rem,Sensitivity,10,EMG
0,0.7992262802439184,Wakefulness,Specificity,10,EMG
0,0.634025452109846,Nrem,Specificity,10,EMG
0,0.9990554384945143,Rem,Specificity,10,EMG
0,0.9100489408066302,Wakefulness,Precision,10,Cerebral EEG
0,0.7877311819773194,Nrem,Precision,10,Cerebral EEG
0,0.8017408123791102,Rem,Precision,10,Cerebral EEG
0,0.8978922881714366,Wakefulness,Recall,10,Cerebral EEG
0,0.7997836334131829,Nrem,Recall,10,Cerebral EEG
0,0.8786433492315845,Rem,Recall,10,Cerebral EEG
0,0.8978922881714366,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7997836334131829,Nrem,Sensitivity,10,Cerebral EEG
0,0.8786433492315845,Rem,Sensitivity,10,Cerebral EEG
0,0.830186134340437,Wakefulness,Specificity,10,Cerebral EEG
0,0.907829075646915,Nrem,Specificity,10,Cerebral EEG
0,0.9900757630769975,Rem,Specificity,10,Cerebral EEG
0,0.852953676158096,Wakefulness,Precision,10,Cerebellar EEG
0,0.7164893178256208,Nrem,Precision,10,Cerebellar EEG
0,0.45491803278688525,Rem,Precision,10,Cerebellar EEG
0,0.9196038347666714,Wakefulness,Recall,10,Cerebellar EEG
0,0.6712000618190248,Nrem,Recall,10,Cerebellar EEG
0,0.11764705882352941,Rem,Recall,10,Cerebellar EEG
0,0.9196038347666714,Wakefulness,Sensitivity,10,Cerebellar EEG
0,0.6712000618190248,Nrem,Sensitivity,10,Cerebellar EEG
0,0.11764705882352941,Rem,Sensitivity,10,Cerebellar EEG
0,0.6966549770704074,Wakefulness,Specificity,10,Cerebellar EEG
0,0.886413959483129,Nrem,Specificity,10,Cerebellar EEG
0,0.9935613487280033,Rem,Specificity,10,Cerebellar EEG
0,0.8258096323914584,Wakefulness,Precision,10,EMG
0,0.7477308602999211,Nrem,Precision,10,EMG
0,0.2078559738134206,Rem,Precision,10,EMG
0,0.9445932609615113,Wakefulness,Recall,10,EMG
0,0.585657986245267,Nrem,Recall,10,EMG
0,0.06730259671436142,Rem,Recall,10,EMG
0,0.9445932609615113,Wakefulness,Sensitivity,10,EMG
0,0.585657986245267,Nrem,Sensitivity,10,EMG
0,0.06730259671436142,Rem,Sensitivity,10,EMG
0,0.6187618019962233,Wakefulness,Specificity,10,EMG
0,0.9154962160018507,Nrem,Specificity,10,EMG
0,0.9882845593396752,Rem,Specificity,10,EMG
0,0.8843284876661,Wakefulness,Precision,10,Cerebral EEG
0,0.7722129915341404,Nrem,Precision,10,Cerebral EEG
0,0.8849252013808976,Rem,Precision,10,Cerebral EEG
0,0.9004168432951816,Wakefulness,Recall,10,Cerebral EEG
0,0.7506537455776034,Nrem,Recall,10,Cerebral EEG
0,0.8137566137566138,Rem,Recall,10,Cerebral EEG
0,0.9004168432951816,Wakefulness,Sensitivity,10,Cerebral EEG
0,0.7506537455776034,Nrem,Sensitivity,10,Cerebral EEG
0,0.8137566137566138,Rem,Sensitivity,10,Cerebral EEG
0,0.7761214074670965,Wakefulness,Specificity,10,Cerebral EEG
0,0.9046625604344659,Nrem,Specificity,10,Cerebral EEG
0,0.9951585572500605,Rem,Specificity,10,Cerebral EEG
0,0.9448941124293159,Wakefulness,Precision,10,Cerebellar EEG
0,0.7395060888495816,Nrem,Precision,10,Cerebellar EEG
0,0.32617728531855955,Rem,Precision,10,Cerebellar EEG
0,0.9031369224247563,Wakefulness,Recall,10,Cerebellar EEG
0,0.836025226888171,Nrem,Recall,10,Cerebellar EEG
